"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length"
8542,502202,"Boxberger, Brad",8542,100,0.213,0.148,0.277,0.36,0.296,0.297,0.212,372,1748,86.9,15.8,2070,88.3,87.23,1088,3806,4708,-1.0999999999999943,5.58,109,151,116,146,299,326,299,"50.8","-50.8",,
8504,542882,"Andriese, Matt",8504,100,0.267,0.178,0.312,0.445,0.325,0.319,0.253,539,2019,90.2,11.1,2318,88.3,87.38,971,4135,4358,-0.8999999999999915,5.69,111,152,116,148,298,327,298,"-15.8","15.8","67.662068958","7.114611042"
8499,506693,"Alvarez III, Henderson",8499,100,0.273,0.14,0.293,0.413,0.32,0.379,0.31,610,2234,87.9,4.1,1774,91.2,87.33,575,3943,4528,-3.9000000000000057,5.75,110,148,105,146,287,312,282,"-2.1","2.1",,
8494,477569,"Salas, Fernando",8494,100,0.242,0.155,0.292,0.398,0.297,0.305,0.241,466,1924,89.1,14.8,2071,88.4,87.8,1062,4210,4199,-0.6000000000000085,6,111,149,110,147,297,318,299,"28.5","-28.5",,
8483,434678,"Davies, Kyle",8483,100,0.284,0.157,0.317,0.44,0.352,0.165,0.173,536,1889,84.7,-9.1,2134,88.3,88.45,768,3674,4782,0.20000000000000284,6.72,117,153,116,144,284,304,278,"-38.3","38.3",,
8409,608718,"Suter, Brent",8409,100,0.25,0.15,0.291,0.4,0.304,0.297,0.247,503,2009,84.3,11.6,2080,83.7,85.09,927,4015,4394,1.3999999999999915,7.03,109,152,117,148,300,319,294,"5.4","-5.4","68.713590788","7.006516084"
8409,571901,"Loup, Aaron",8409,100,0.249,0.12,0.309,0.37,0.302,0.304,0.244,492,1972,86.3,6.5,2218,88.1,86.95,884,3859,4514,-1.0999999999999943,6.01,109,150,112,147,296,321,295,"29.7","-29.7",,
8406,448694,"Wells, Randy",8406,100,0.268,0.136,0.297,0.404,0.324,,,550,2049,,,,86.9,,792,3853,4495,,,,,,,,,,"2.1","-2.1",,
8393,592102,"Allen, Cody",8393,100,0.219,0.148,0.3,0.367,0.291,0.294,0.209,393,1794,89.4,18,2509,91,90.13,1174,3817,4535,-0.9000000000000057,6.27,109,151,112,148,290,314,292,"47.3","-47.3",,
8319,605538,"Wisler, Matt",8319,100,0.257,0.193,0.289,0.45,0.326,0.326,0.251,506,1971,88.7,18.1,2292,86.8,85.72,944,3948,4347,-1.0999999999999943,5.68,108,152,113,148,297,317,295,"-21.7","21.7",,
8300,448614,"Torres, Carlos",8300,100,0.258,0.156,0.302,0.414,0.322,0.311,0.249,492,1910,86.3,9.9,2325,89.2,89.78,914,3981,4248,0.5999999999999943,5.98,111,151,114,147,299,312,291,"3.6","-3.6",,
8299,460283,"Blevins, Jerry",8299,100,0.224,0.128,0.277,0.351,0.286,0.29,0.214,410,1834,85.2,18.2,2255,84.1,80.93,912,3627,4594,-3.1999999999999886,6.28,111,151,111,147,292,316,298,"50.5","-50.5",,
8294,605452,"Ross, Joe",8294,100,0.259,0.156,0.305,0.415,0.318,0.321,0.254,516,1989,87.3,11.5,1986,90,90.15,964,3980,4305,0.09999999999999432,6.41,110,152,114,147,298,313,295,"-4.2","4.2","70.608242996","7.339084317"
8285,425848,"Harden, Rich",8285,100,0.23,0.168,0.284,0.398,0.319,,,401,1746,,,,89.2,,1147,3879,4371,,,,,,,,,,"16.3","-16.3",,
8274,656288,"Canning, Griffin",8274,100,0.253,0.193,0.292,0.446,0.329,0.321,0.243,472,1866,89.6,14.8,2260,89.8,88.99,1110,3942,4328,-0.7999999999999972,5.82,112,150,117,149,302,325,299,"-18","18","70.331175805","7.333840361"
8265,433657,"Bush, Dave",8265,100,0.271,0.201,0.285,0.473,0.348,,,549,2023,,,,82.8,,621,3760,4458,,,,,,,,,,"-38.9","38.9",,
8262,461791,"Marmol, Carlos",8262,100,0.18,0.102,0.267,0.282,0.286,,,277,1540,,,,88.6,,962,3152,5051,,,,,,,,,,"61","-61",,
8252,453172,"Hughes, Jared",8252,100,0.244,0.134,0.276,0.377,0.303,0.308,0.242,483,1983,88,1.4,1993,91.3,90.86,949,4073,4110,-0.3999999999999915,6.26,111,150,113,145,297,312,289,"53","-53",,
8238,605177,"Chafin, Andrew",8238,100,0.23,0.109,0.302,0.339,0.285,0.293,0.227,429,1867,87.4,9.5,2209,89.2,89.41,1102,3812,4402,0.20000000000000284,6.5,110,151,114,148,298,324,299,"62.1","-62.1","68.57196827","7.51420973"
8229,542914,"Bass, Anthony",8229,100,0.246,0.15,0.283,0.395,0.306,0.306,0.249,486,1978,88,9.3,2018,90,90.44,919,3690,4491,0.4000000000000057,6.24,109,151,116,148,297,319,292,"-9.2","9.2",,
8217,621389,"Blach, Ty",8217,100,0.301,0.17,0.322,0.471,0.352,0.352,0.295,620,2058,87.9,10.4,2122,85.7,83.6,623,3827,4390,-2.1000000000000085,5.01,109,149,116,147,298,322,296,"-74.3","74.3","69.845318402","7.196529805"
8200,431162,"Stauffer, Tim",8200,100,0.256,0.141,0.299,0.397,0.316,0.349,0.289,481,1879,88.1,6.2,1872,87.1,84.38,685,3607,4517,-2.6999999999999886,5.43,110,148,112,147,292,313,295,"18.7","-18.7",,
8178,608648,"Duffey, Tyler",8178,100,0.258,0.17,0.31,0.428,0.318,0.326,0.256,492,1908,90,9.8,2318,87.2,87.03,947,3865,4308,-0.20000000000000284,6.24,107,150,113,146,294,320,292,"-26.4","26.4","68.389336176","7.318847206"
8158,124604,"Wright, Jamey",8158,100,0.261,0.096,0.307,0.357,0.314,,,491,1882,,,,87.7,,648,3457,4613,,,,,,,,,,"-21.6","21.6",,
8151,346797,"Balfour, Grant",8151,100,0.199,0.12,0.254,0.319,0.271,0.466,0.31,331,1661,87.6,21.6,2152,91.5,87.64,835,3482,4610,-3.9000000000000057,6.45,105,152,121,148,295,327,293,"68.3","-68.3",,
8138,449173,"Harrell, Lucas",8138,100,0.278,0.132,0.313,0.41,0.339,0.336,0.267,491,1767,89.1,9.9,2154,90.2,89.23,535,3322,4782,-1,6.29,107,147,110,146,301,320,293,"-49.4","49.4",,
8105,519008,"McFarland, T.J.",8105,100,0.285,0.13,0.316,0.415,0.325,0.317,0.269,587,2058,88.7,-0.4,2005,87.2,85.78,703,3811,4240,-1.4000000000000057,5.49,109,150,115,148,298,321,298,"-21","21","67.99840346","7.167825156"
8103,456167,"Griffin, A.J.",8103,100,0.241,0.202,0.257,0.443,0.32,0.343,0.251,444,1844,88.1,22.1,2310,83.2,81.87,759,3655,4439,-1.2999999999999972,6.59,109,151,111,148,299,328,301,"-15.5","15.5",,
8076,656546,"Hoffman, Jeff",8076,100,0.253,0.194,0.303,0.446,0.334,0.324,0.242,453,1794,88.5,14.2,2419,89.6,89.86,981,3774,4298,0.30000000000001137,6.43,112,151,116,147,299,324,298,"-27.7","27.7","68.72069","7.344876209"
8071,276351,"Grilli, Jason",8071,100,0.231,0.149,0.311,0.38,0.303,0.315,0.232,399,1725,88.3,19.5,2417,89.5,88.4,1061,3831,4159,-1.0999999999999943,6.04,110,151,113,147,297,319,298,"47.5","-47.5",,
8068,665152,"Kremer, Dean",8068,100,0.256,0.171,0.291,0.427,0.324,0.342,0.264,472,1846,89.1,15,2239,88.7,88.55,864,3832,4236,-0.10000000000000853,6.25,110,151,118,149,301,324,297,"-16.1","16.1","69.603113498","7.248882107"
8059,218894,"Padilla, Vicente",8059,100,0.265,0.16,0.3,0.425,0.333,,,498,1878,,,,88.8,,625,3655,4360,,,,,,,,,,"-0.4","0.4",,
8033,656794,"Newcomb, Sean",8033,100,0.241,0.15,0.296,0.391,0.32,0.318,0.236,398,1654,87.6,12.4,2296,89.3,88.11,882,3605,4428,-1.2000000000000028,5.63,107,150,110,148,301,320,293,"-7.4","7.4","68.736870541","6.904001622"
8026,429985,"Gaudin, Chad",8026,100,0.261,0.149,0.307,0.409,0.329,,,476,1827,,,,87.8,,780,3563,4407,,,,,,,,,,"-20.3","20.3",,
8014,444371,"Karstens, Jeff",8014,100,0.275,0.173,0.291,0.448,0.33,,,569,2067,,,,83.8,,678,3796,4154,,,,,,,,,,"-8.5","8.5",,
8011,469134,"Rogers, Esmil",8011,100,0.293,0.167,0.34,0.46,0.358,0.328,0.255,533,1821,86.9,8.8,2445,90.8,87.53,735,3593,4368,-3.299999999999997,5.63,105,150,109,144,286,309,285,"-75.1","75.1",,
7990,543507,"May, Trevor",7990,100,0.243,0.161,0.311,0.404,0.309,0.291,0.22,427,1756,88.3,17,2269,90,91.16,1079,3804,4172,1.2000000000000028,6.82,109,151,113,147,296,321,295,"16.9","-16.9",,
7974,488674,"Badenhop, Burke",7974,100,0.265,0.114,0.304,0.38,0.304,0.329,0.277,519,1957,90.8,9.5,1970,86.9,85.96,514,3277,4582,-0.9000000000000057,5.94,114,146,110,146,293,306,291,"-7.7","7.7",,
7963,592761,"Smith, Caleb",7963,100,0.22,0.203,0.254,0.423,0.317,0.32,0.223,368,1672,87.2,23.2,2321,87.7,86.07,1070,3830,4133,-1.6000000000000085,5.38,107,152,116,148,301,323,294,"-14.9","14.9",,
7922,445197,"Dunn, Mike",7922,100,0.239,0.146,0.303,0.385,0.313,0.308,0.229,391,1637,86.7,17.5,2328,91.2,90.44,986,3729,4122,-0.7999999999999972,6.34,109,149,111,145,298,321,299,"-13.8","13.8",,
7911,434442,"Howell, J.P.",7911,100,0.224,0.109,0.279,0.334,0.289,0.298,0.245,388,1730,86.3,3.3,2080,83.7,81.66,802,3143,4716,-2,5.19,113,149,109,147,293,314,293,"50.1","-50.1",,
7895,462985,"Morales, Franklin",7895,100,0.262,0.164,0.296,0.425,0.339,0.303,0.253,457,1747,87.6,6.9,2225,89.1,88.37,724,3478,4355,-0.6999999999999886,5.38,109,148,110,143,290,310,290,"-31.5","31.5",,
7892,643338,"Green, Chad",7892,100,0.213,0.171,0.274,0.384,0.277,0.296,0.225,364,1712,90.3,18.5,2429,93,93.14,1200,4012,3878,0.09999999999999432,6.41,109,153,115,147,294,323,291,"64.1","-64.1","69.379341376","7.06663309"
7890,430589,"Qualls, Chad",7890,100,0.271,0.138,0.312,0.409,0.312,0.318,0.258,556,2052,88,3.7,2096,90.6,88.51,827,3893,3886,-2.0999999999999943,5.99,107,148,111,145,288,316,288,"-1.4","1.4",,
7885,571710,"Givens, Mychal",7885,100,0.217,0.15,0.284,0.367,0.292,0.293,0.22,367,1688,86.6,14.9,2354,91.4,91.24,1089,3787,4086,-0.20000000000000284,6.14,109,152,116,147,298,319,294,"57.1","-57.1",,
7880,623352,"Hader, Josh",7880,100,0.157,0.136,0.247,0.293,0.243,0.245,0.16,255,1624,87.5,20.8,2168,92.7,93.32,1608,4085,3795,0.5999999999999943,6.7,110,153,115,149,302,321,294,"101.4","-101.4","69.552794404","7.267427532"
7878,572888,"Greene, Shane",7878,100,0.254,0.152,0.303,0.405,0.318,0.313,0.241,468,1845,87.8,12.9,2356,89.2,87.76,808,3567,4288,-1.4000000000000057,5.49,109,150,113,146,298,321,292,"5.9","-5.9",,
7858,612434,"Castro, Miguel",7858,100,0.234,0.155,0.272,0.39,0.313,0.324,0.242,411,1753,86.6,9.1,2411,91.7,91.65,944,3481,4371,0,6.37,109,151,116,146,298,322,295,"5.1","-5.1","68.226082738","7.285171905"
7846,465629,"Mujica, Edward",7846,100,0.26,0.176,0.29,0.436,0.311,0.309,0.249,528,2030,89.3,13,2000,89.3,87.12,933,4177,3576,-2.200000000000003,5.8,108,148,107,144,292,316,294,"20.2","-20.2",,
7835,573124,"Rogers, Taylor",7835,100,0.238,0.137,0.317,0.375,0.292,0.284,0.224,435,1824,87.9,9.6,2374,87.3,86.3,888,3497,4327,-1,5.71,107,150,115,146,295,322,294,"41.9","-41.9","67.978848858","7.181824457"
7833,446454,"Bannister, Brian",7833,100,0.288,0.169,0.307,0.457,0.349,,,534,1856,,,,86.7,,557,3461,4343,,,,,,,,,,"-60.6","60.6",,
7750,518875,"Kelley, Shawn",7750,100,0.235,0.188,0.286,0.423,0.302,0.285,0.216,414,1763,88.4,19.2,2285,87.9,87.29,1064,3774,3895,-0.6000000000000085,6.24,112,151,114,148,296,313,293,"34.7","-34.7",,
7748,122987,"Suppan, Jeff",7748,100,0.307,0.194,0.317,0.501,0.378,,,577,1879,,,,83.8,,476,3328,4340,,,,,,,,,,"-71.5","71.5",,
7700,453268,"Bard, Daniel",7700,100,0.213,0.132,0.268,0.344,0.298,0.31,0.216,354,1665,87.9,12,2659,92.8,92.38,903,3462,4205,-0.3999999999999915,6.05,112,150,119,146,302,327,302,"39.8","-39.8",,
7683,660271,"Ohtani, Shohei",7683,100,0.2,0.132,0.271,0.332,0.272,0.28,0.206,348,1741,87,13,2195,89.4,90.07,1145,3642,4041,0.6999999999999886,6.75,113,154,114,150,298,324,297,"76.7","-76.7",,
7645,434718,"Street, Huston",7645,100,0.222,0.147,0.266,0.369,0.279,0.292,0.231,396,1782,87.2,16.3,2094,86.7,83.81,1067,3745,3786,-2.9000000000000057,5.57,113,147,108,148,294,319,303,"54.5","-54.5",,
7639,669923,"Kirby, George",7639,100,0.252,0.143,0.306,0.395,0.292,0.295,0.247,484,1920,88.6,12.9,2143,91.5,91.91,941,4097,3542,0.4000000000000057,6.55,111,149,117,147,293,320,296,"46.3","-46.3","68.940537927","6.94922249"
7618,657746,"Ryan, Joe",7618,100,0.223,0.187,0.271,0.41,0.296,0.284,0.216,398,1781,88.3,20.8,2160,88.6,88.87,1046,3998,3620,0.30000000000001137,6.5,112,153,119,150,298,328,294,"16.3","-16.3","69.404857962","7.086849254"
7615,668676,"Plesac, Zach",7615,100,0.249,0.185,0.273,0.434,0.316,0.338,0.266,462,1854,89.4,13.5,1975,88.2,87.98,878,3844,3771,-0.20000000000000284,6.09,111,154,117,150,293,317,294,"-13","13","69.020010341","7.363712386"
7605,592665,"Reed, Addison",7605,100,0.244,0.15,0.299,0.394,0.293,0.29,0.241,438,1793,87.7,16.2,2113,90.6,90.85,946,3855,3676,0.20000000000000284,6.73,111,150,113,146,294,318,296,"28.7","-28.7",,
7601,150277,"Davis, Doug",7601,100,0.284,0.144,0.326,0.427,0.351,,,477,1682,,,,80.8,,563,3162,4416,,,,,,,,,,"-22.7","22.7",,
7601,657006,"Steele, Justin",7601,100,0.239,0.122,0.301,0.361,0.291,0.286,0.235,433,1815,86.6,9.2,2505,88.7,88.88,920,3793,3808,0.20000000000000284,6.29,108,151,116,149,302,323,291,"33.5","-33.5","69.677358332","7.030503908"
7592,407819,"Thornton, Matt",7592,100,0.234,0.097,0.298,0.331,0.275,0.324,0.276,410,1754,87.6,8,1967,93.9,90.24,900,3808,3680,-3.700000000000003,6,107,148,108,145,289,307,294,"51","-51",,
7570,642545,"Barria, Jaime",7570,100,0.258,0.204,0.278,0.462,0.333,0.335,0.261,460,1784,88.5,17,2125,87.5,86.88,810,3564,4005,-0.5999999999999943,5.87,112,153,114,149,297,323,297,"-23.2","23.2",,
7532,407908,"Peralta, Joel",7532,100,0.22,0.183,0.259,0.404,0.296,0.321,0.249,375,1702,87.7,22.8,2059,85.6,82.9,908,3613,3864,-2.6999999999999886,4.94,114,151,110,147,291,312,294,"26.4","-26.4",,
7519,425514,"Bell, Heath",7519,100,0.245,0.112,0.314,0.357,0.298,,,395,1611,,,,90.5,,733,3283,4172,,,,,,,,,,"43.6","-43.6",,
7516,493157,"Uehara, Koji",7516,100,0.199,0.158,0.254,0.357,0.255,0.265,0.206,363,1824,86.2,23,2072,84.9,81.93,1307,4091,3406,-3,5.47,112,152,112,147,288,318,295,"85.1","-85.1",,
7497,445213,"Kintzler, Brandon",7497,100,0.265,0.133,0.302,0.398,0.308,0.318,0.266,489,1843,88,5.1,2007,91.3,91.73,597,3422,4043,0.4000000000000057,6.37,108,149,111,147,294,318,294,"28.7","-28.7",,
7455,444468,"Rondón, Héctor",7455,100,0.24,0.149,0.295,0.389,0.298,0.295,0.234,413,1719,88.2,9.1,2117,92.7,92.7,898,3616,3811,0,6.26,113,151,113,149,293,315,294,"31.5","-31.5",,
7447,621381,"Strahm, Matt",7447,100,0.226,0.156,0.285,0.382,0.29,0.295,0.224,382,1690,87.7,16.5,2424,89.3,88.75,941,3684,3759,-0.5,5.97,111,150,116,147,299,323,296,"50.7","-50.7","69.497154132","6.836021247"
7437,448281,"Doolittle, Sean",7437,100,0.213,0.138,0.276,0.35,0.262,0.275,0.212,371,1745,87.9,24.3,2213,92.5,91.96,1122,4187,3230,-0.5,6.15,111,151,113,147,298,317,295,"70.3","-70.3",,
7427,519326,"Strickland, Hunter",7427,100,0.23,0.16,0.269,0.39,0.3,0.315,0.235,389,1694,88.3,17.2,2459,91.5,90.76,948,3632,3778,-0.7000000000000028,5.99,111,149,114,147,296,318,295,"31.1","-31.1","70.94312133","7.450142706"
7413,595191,"Eickhoff, Jerad",7413,100,0.265,0.208,0.298,0.473,0.335,0.324,0.252,477,1800,88.8,15.5,2312,85,84.69,763,3395,4008,-0.29999999999999716,6.26,110,151,110,148,290,316,290,"-18.4","18.4",,
7397,519240,"Rzepczynski, Marc",7397,100,0.254,0.118,0.318,0.372,0.316,0.292,0.228,429,1689,87.5,-1.2,2114,88.3,87.88,868,3187,4126,-0.3999999999999915,5.65,107,150,108,146,288,311,294,"5.2","-5.2",,
7388,570663,"Robles, Hansel",7388,100,0.232,0.173,0.285,0.404,0.309,0.31,0.227,373,1610,89.1,16.1,2269,93.1,92.57,906,3522,3846,-0.5,6.06,111,151,113,147,293,318,296,"5","-5",,
7387,543734,"Rusin, Chris",7387,100,0.279,0.163,0.316,0.442,0.337,0.316,0.261,518,1856,87.4,5.1,2161,86.9,85.82,731,3518,3828,-1.1000000000000085,5.31,109,150,113,145,302,320,299,"-26","26",,
7370,621242,"Díaz, Edwin",7370,100,0.195,0.125,0.312,0.32,0.264,0.241,0.173,312,1604,87.2,14.1,2318,94.5,95.41,1462,3722,3640,0.9000000000000057,6.84,113,153,113,148,296,322,299,"70.1","-70.1","69.086696667","7.376891195"
7365,606131,"Perdomo, Luis",7365,100,0.289,0.154,0.327,0.443,0.341,0.329,0.268,537,1861,89.2,2.5,2006,90.8,89.73,689,3378,3960,-1.0999999999999943,5.64,108,150,114,146,294,318,298,"-42.5","42.5",,
7347,656849,"Peterson, David",7347,100,0.25,0.149,0.313,0.399,0.324,0.334,0.255,408,1629,88.9,7.2,2099,88.5,89.63,923,3358,3989,1.0999999999999943,7.07,110,151,117,148,300,325,295,"-4.8","4.8","69.091549086","7.009560478"
7328,605228,"Fernández, José",7328,100,0.209,0.099,0.295,0.308,0.256,0.27,0.222,357,1712,88.7,11.3,2278,90.6,91.33,992,3438,3847,0.7000000000000028,6.61,109,149,106,146,291,317,293,"78.4","-78.4",,
7313,444836,"Laffey, Aaron",7313,100,0.286,0.137,0.304,0.423,0.347,0.349,0.277,498,1741,79.1,6.7,2104,85.2,84.73,447,3194,4087,-0.5,5.7,112,149,112,145,300,320,297,"-39.9","39.9",,
7306,346793,"Affeldt, Jeremy",7306,100,0.237,0.107,0.288,0.343,0.294,0.362,0.298,408,1725,90.8,4.3,2051,88.6,85.29,690,3113,4109,-3.299999999999997,5.48,111,147,108,145,289,315,294,"36.8","-36.8",,
7294,669432,"Rogers, Trevor",7294,100,0.26,0.157,0.324,0.417,0.327,0.32,0.249,415,1596,88.2,10.9,2101,89.3,89.74,920,3506,3788,0.4000000000000057,6.73,105,150,116,147,300,318,290,"-21.6","21.6","70.893139428","7.294284922"
7279,664353,"Urquidy, José",7279,100,0.238,0.189,0.258,0.427,0.306,0.322,0.251,410,1723,88.4,18.5,2298,87.8,87.07,906,3756,3523,-0.7000000000000028,5.92,113,155,117,150,294,324,294,"18.4","-18.4",,
7234,448178,"Jepsen, Kevin",7234,100,0.257,0.118,0.309,0.375,0.308,0.336,0.255,412,1603,90.5,14.2,2375,92.2,90.06,785,3309,3836,-2.1000000000000085,6.28,106,149,111,145,295,323,294,"12.3","-12.3",,
7230,543045,"Conley, Adam",7230,100,0.262,0.172,0.304,0.434,0.331,0.324,0.246,431,1647,87.6,15.3,2232,89.4,88.41,842,3529,3672,-1,5.94,107,150,109,146,297,321,296,"-15.2","15.2",,
7227,429780,"Narveson, Chris",7227,100,0.257,0.178,0.292,0.435,0.33,0.34,0.245,429,1670,87.6,13.3,2230,84,83.36,728,3180,4020,-0.5999999999999943,5.13,108,149,107,146,300,321,295,"-24.7","24.7",,
7208,407842,"Veras, Jose",7208,100,0.218,0.141,0.274,0.358,0.304,,,328,1508,,,,88.4,,671,2871,4284,,,,,,,,,,"22.5","-22.5",,
7203,430630,"Frasor, Jason",7203,100,0.234,0.127,0.291,0.361,0.299,0.359,0.28,348,1489,88.3,12.1,1978,90.6,87.72,674,3096,4006,-2.8999999999999915,5.49,111,146,114,144,289,304,288,"37.5","-37.5",,
7190,276514,"Gregg, Kevin",7190,100,0.241,0.148,0.288,0.389,0.322,0.396,0.294,348,1443,89.2,12.9,2044,89,88.44,638,2960,4174,-0.5999999999999943,6.28,114,144,107,148,291,305,289,"-14.1","14.1",,
7187,572096,"Rosenthal, Trevor",7187,100,0.222,0.086,0.334,0.308,0.284,0.292,0.209,324,1460,87.4,11.3,2288,95.3,94.62,1027,3452,3694,-0.7000000000000028,5.94,111,146,110,146,297,316,300,"52.5","-52.5",,
7181,621112,"Blackburn, Paul",7181,100,0.279,0.169,0.316,0.447,0.337,0.327,0.272,470,1685,87.5,9.4,2229,87.1,87.05,691,3243,3937,0,6.21,111,149,116,149,296,322,296,"-29.5","29.5","70.143214731","7.317766173"
7176,502026,"Jeffress, Jeremy",7176,100,0.25,0.109,0.311,0.359,0.302,0.3,0.241,407,1629,86.5,2.8,2098,91.4,91.02,795,3259,3881,-0.4000000000000057,6.31,108,151,111,147,299,319,294,"29.3","-29.3",,
7149,663474,"McKenzie, Triston",7149,100,0.203,0.184,0.235,0.387,0.294,0.314,0.225,331,1632,89.6,19.4,2235,88.2,89.02,930,3489,3660,0.7999999999999972,6.75,111,154,120,150,295,318,294,"3.5","-3.5","69.9648418","7.42637874"
7148,608678,"Leone, Dominic",7148,100,0.252,0.178,0.306,0.431,0.324,0.325,0.243,412,1632,88.5,13.1,2354,91,91.18,1115,3551,3572,0.20000000000000284,6.4,111,150,114,148,297,322,296,"-2","2","69.735147568","7.367927027"
7146,608032,"Estévez, Carlos",7146,100,0.251,0.16,0.31,0.411,0.315,0.31,0.24,400,1596,89.6,16.3,2184,94.4,94.46,934,3566,3566,0.09999999999999432,6.21,111,150,117,147,304,329,303,"9.6","-9.6","69.404178179","6.949817373"
7136,501789,"Harris, Will",7136,100,0.229,0.118,0.292,0.348,0.275,0.279,0.227,376,1640,87.6,6.8,2530,88.7,88.63,903,3276,3839,-0.10000000000000853,6.29,109,150,114,149,285,314,288,"67.3","-67.3",,
7131,489446,"Yates, Kirby",7131,100,0.2,0.144,0.276,0.344,0.277,0.275,0.191,294,1471,87.9,15.5,2033,90.1,89.49,1099,3443,3669,-0.5999999999999943,5.84,112,151,117,148,300,322,299,"69.2","-69.2","69.658942875","7.176088526"
7129,641941,"Pagán, Emilio",7129,100,0.214,0.2,0.255,0.414,0.293,0.287,0.211,352,1642,89,22,2385,91.5,92.09,1101,3781,3347,0.5999999999999943,6.64,111,154,122,148,298,325,299,"24.5","-24.5","70.236173053","7.245687522"
7126,592773,"Stanek, Ryne",7126,100,0.209,0.152,0.263,0.361,0.291,0.302,0.21,318,1525,89.9,18.8,2099,94,93.3,1159,3499,3627,-0.7000000000000028,5.94,110,153,116,148,295,324,294,"32.4","-32.4","69.176067816","7.199871701"
7112,663978,"Paddack, Chris",7112,100,0.253,0.18,0.298,0.433,0.309,0.315,0.255,424,1675,88.7,12.3,2082,89,89.68,889,3580,3532,0.7000000000000028,6.76,114,152,123,149,301,325,304,"-1.6","1.6","69.203869665","7.137279767"
7101,664208,"Maton, Phil",7101,100,0.236,0.16,0.3,0.396,0.312,0.297,0.223,376,1594,85.6,12.7,2690,84.9,85.92,1076,3480,3620,1,6.98,111,151,116,149,295,322,295,"-10.1","10.1","68.14003715","7.08947029"
7098,455374,"Bastardo, Antonio",7098,100,0.21,0.148,0.276,0.358,0.294,0.299,0.206,306,1455,87,21.6,2396,89.5,89.43,1017,3379,3670,-0.09999999999999432,6.25,111,151,111,146,296,313,291,"24","-24",,
7082,457435,"Coke, Phil",7082,100,0.275,0.13,0.322,0.405,0.324,0.362,0.272,463,1685,90.4,2.9,2117,88.8,89.34,810,3424,3547,0.5,6.04,110,149,110,144,289,310,289,"-20.6","20.6",,
7018,456051,"Noesí, Hector",7018,100,0.281,0.198,0.303,0.479,0.355,0.342,0.252,463,1648,88,19.1,2149,90,89.17,741,3385,3590,-0.7999999999999972,5.89,109,150,109,147,297,318,287,"-73.2","73.2",,
7006,491703,"Feliz, Neftalí",7006,100,0.204,0.145,0.243,0.349,0.283,0.331,0.252,301,1477,88,17.1,2334,92.7,91.53,874,3393,3575,-1.2000000000000028,6,112,150,112,147,296,311,290,"28.9","-28.9",,
6997,641927,"Ober, Bailey",6997,100,0.231,0.188,0.271,0.418,0.299,0.307,0.234,385,1669,88.1,19.8,2170,86.8,88.37,1003,3646,3351,1.6000000000000085,7.22,111,152,119,150,298,328,294,"15.8","-15.8","69.750271023","7.404259937"
6989,523989,"De La Rosa, Rubby",6989,100,0.264,0.179,0.301,0.443,0.337,0.309,0.241,428,1622,88.6,8.9,2180,91.7,91.07,779,3297,3668,-0.6000000000000085,6.04,111,152,112,148,300,319,299,"-24.8","24.8",,
6980,607067,"Rea, Colin",6980,100,0.244,0.182,0.271,0.426,0.316,0.336,0.266,401,1641,90,12.6,2100,88.6,88.93,628,3186,3777,0.30000000000001137,6.5,110,151,117,147,296,320,297,"-6","6","70.790488929","7.254323507"
6956,666201,"Manoah, Alek",6956,100,0.213,0.137,0.257,0.351,0.291,0.305,0.227,335,1571,87.4,16.2,2236,89.1,89.58,858,3343,3613,0.5,6.68,110,155,119,149,290,321,294,"23.4","-23.4","68.324058343","7.092993923"
6951,219194,"Meche, Gil",6951,100,0.266,0.157,0.306,0.423,0.334,,,413,1550,,,,88.7,,612,3122,3800,,,,,,,,,,"-6.7","6.7",,
6932,656629,"Kopech, Michael",6932,100,0.22,0.182,0.264,0.402,0.318,0.322,0.221,320,1452,89.4,17.5,2471,92,92.56,863,3100,3831,0.5999999999999943,6.69,111,150,113,148,298,323,297,"1.6","-1.6","68.882021182","6.801138511"
6892,519322,"Storen, Drew",6892,100,0.24,0.116,0.296,0.355,0.29,0.302,0.238,401,1674,86.9,10.7,2193,89.4,86.54,750,3230,3608,-2.9000000000000057,5.92,112,149,110,146,294,310,290,"24.1","-24.1",,
6879,570666,"Cessa, Luis",6879,100,0.257,0.178,0.285,0.435,0.325,0.327,0.261,428,1665,88.5,10.1,2272,88.4,87.3,806,3211,3668,-1.1000000000000085,5.57,109,152,117,147,295,321,290,"-7.1","7.1",,
6875,476454,"Betances, Dellin",6875,100,0.173,0.086,0.29,0.259,0.25,0.248,0.161,246,1426,85,9.3,2506,90.8,90.39,1012,2798,4067,-0.3999999999999915,6.14,107,151,112,145,294,320,289,"95.7","-95.7",,
6856,462956,"Paulino, Felipe",6856,100,0.288,0.16,0.35,0.448,0.355,,,433,1503,,,,91.3,,707,3013,3801,,,,,,,,,,"-47.7","47.7",,
